Isolate,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP,ST
18090_8#6,2015.0,S,R,R,,S,S,R,R,S,S,S,S,716
18090_7#28,2015.0,S,R,R,,S,S,R,R,R,R,R,S,131
18090_8#7,2015.0,S,R,R,,S,S,R,R,R,R,R,R,345
18090_7#29,2015.0,S,R,R,,S,S,R,R,S,S,S,R,131
18090_8#8,2015.0,R,R,R,,S,S,R,R,R,S,R,R,5947
18090_7#30,2015.0,R,R,R,,S,S,R,R,S,S,R,R,10
18090_7#31,2015.0,R,R,R,,R,R,R,R,R,R,S,R,410
18090_7#32,2015.0,S,R,R,,S,S,R,R,S,S,S,S,131
18090_8#11,2015.0,R,R,R,,S,S,R,R,R,R,R,R,48
18090_7#33,2015.0,R,R,R,,S,S,R,R,R,R,R,R,1193
18090_8#12,2015.0,S,R,R,,S,S,R,R,R,S,R,S,5948
18090_7#34,2015.0,R,R,R,,R,S,R,R,R,R,S,R,410
18090_8#13,2015.0,R,R,R,,S,S,R,R,R,R,S,S,20
18090_7#35,2015.0,S,R,R,,S,S,R,R,R,S,R,S,421
18090_7#36,2015.0,S,R,R,,S,S,R,R,R,R,R,R,131
18090_7#37,2015.0,S,R,R,,R,S,R,R,R,R,R,R,131
18090_7#38,2015.0,S,R,R,,R,S,R,R,R,R,R,R,648
18090_7#39,2015.0,R,R,R,,S,S,R,R,R,R,R,R,2003
18090_6#45,2015.0,R,R,R,,R,R,R,R,R,R,R,R,58
18090_7#40,2015.0,S,R,R,,R,S,R,R,R,R,S,R,457
18090_7#41,2015.0,S,R,R,,S,S,R,R,S,S,R,R,131
18090_7#43,2015.0,R,R,R,,S,S,R,R,R,R,R,S,457
18090_7#44,2015.0,R,R,R,,S,S,R,R,R,R,S,S,127
18090_7#45,2015.0,R,R,R,,R,S,R,R,R,R,S,S,10
18090_7#46,2015.0,R,R,R,,S,S,R,R,R,R,R,S,542
18090_7#47,2015.0,S,R,R,,R,S,R,R,R,R,S,S,6624
18090_7#48,2015.0,S,R,R,,S,S,R,R,S,S,R,R,5943
18090_6#48,2015.0,S,R,R,,R,S,R,R,R,S,S,S,101
18090_6#50,2015.0,S,R,R,,R,S,R,R,R,R,R,S,58
18090_7#50,2015.0,R,R,R,,S,S,R,R,R,R,R,R,2003
18090_6#51,2015.0,R,R,R,,R,S,R,R,R,R,R,R,206
18090_7#52,2015.0,S,R,R,,S,S,R,R,R,R,S,S,218
18090_6#52,2015.0,S,R,R,,S,S,R,R,R,R,R,R,641
18090_7#53,2015.0,S,R,R,,S,S,R,R,R,S,R,S,877
18090_7#54,2015.0,S,R,R,,S,S,R,R,R,S,R,R,48
18090_7#55,2015.0,R,R,R,,S,S,R,R,R,R,S,R,48
18090_7#56,2015.0,S,R,R,,S,S,R,R,R,R,R,S,6622
18090_7#58,2015.0,S,R,R,,R,S,R,R,R,R,R,R,405
18090_7#59,2015.0,R,R,R,,S,S,R,R,R,R,R,R,5944
18090_8#15,2015.0,R,R,R,,R,R,R,R,R,R,R,R,405
18090_6#55,2015.0,R,R,R,,S,S,R,R,R,R,R,R,744
18090_8#16,2015.0,S,R,R,,S,S,R,R,S,S,S,S,38
18090_8#17,2015.0,R,R,R,,S,S,R,R,R,R,R,R,410
18090_8#18,2015.0,R,R,R,,S,S,R,R,R,R,R,R,2003
18090_6#56,2015.0,S,R,R,,S,S,R,R,R,R,R,S,131
18090_8#19,2015.0,S,R,R,,S,S,R,R,R,R,R,S,93
18090_8#20,2015.0,S,R,R,,S,S,R,R,R,R,R,S,5949
18090_6#57,2015.0,R,R,R,,S,S,R,R,S,S,R,R,44
18090_8#21,2015.0,S,R,R,,R,S,R,R,R,R,R,S,1295
18090_6#58,2014.0,R,R,R,,S,S,R,R,R,R,R,R,1602
18090_8#22,2015.0,R,R,R,,S,S,R,R,R,R,R,R,354
18090_8#23,2015.0,R,R,R,,S,S,R,R,R,R,R,R,354
18090_6#59,2015.0,R,R,R,,R,S,R,R,R,R,R,R,405
18090_8#24,2015.0,R,R,R,,S,S,R,R,R,R,R,R,10
18090_8#25,2015.0,S,R,R,,S,S,R,R,R,R,S,R,10
18090_8#26,2015.0,S,R,R,,R,S,R,R,R,S,S,R,88
18090_6#60,2015.0,R,R,R,,S,S,R,R,S,S,S,S,3045
18090_8#27,2015.0,R,R,R,,R,S,R,R,R,R,R,S,2165
18090_8#28,2015.0,R,R,R,,R,S,R,R,S,R,R,R,410
18090_8#29,2015.0,S,R,R,,S,S,R,R,R,R,R,R,5950
18090_6#61,2015.0,R,R,R,,S,S,R,R,R,R,S,S,10
18090_8#30,2015.0,S,R,R,,S,S,R,R,R,R,R,S,5951
18090_6#63,2015.0,S,R,R,,S,S,R,R,R,R,R,R,88
18090_8#33,2015.0,S,R,R,,R,S,R,R,R,R,S,S,654
18090_8#84,2015.0,S,R,R,,S,S,R,R,S,S,S,S,38
